0.2	On November 5, 2009, Army Maj. Nidal Malik Hasan opened fire at Fort Hood, killing 13 people and injuring 32.	[(u'hasan', u'opened', u'fire')]	,November,Nidal Malik Hasan,fire,Fort Hood,13 people	-0.7783	0.274	0.726	0
0.3	He shot fellow soldiers at the processing center.	[(u'he', u'shot', u'soldiers')]	,He,fellow soldiers,the processing center	0	0	1	0
0.8	Prosecutors maintained that the American-born Muslim underwent a progressive radicalization that led to the massacre at the base.	[(u'muslim', u'underwent', u'radicalization')]	,Prosecutors,the American-born Muslim,a progressive radicalization,the massacre,the base	0	0	1	0
0	Hasan allegedly picked that day because it was when the units he was scheduled to deploy with to Afghanistan were scheduled to go through the processing center.	[(u'hasan', u'picked', u'day')]	,Hasan,that day,it,the units,he,Afghanistan,the processing center	0	0	1	0
0.7	The former Army psychiatrist was convicted of premeditated murder, and a military jury recommended that Hasan be put to death.	[(u'psychiatrist', u'convicted', None), (u'jury', u'recommended', None), (u'Hasan', u'put', None)]	,The former Army psychiatrist,premeditated murder,a military jury,Hasan,death	-0.8316	0.326	0.606	0.068
0	CNN's Barbara Starr, Carma Hassan and Devon Sayers contributed to this report.	[(u'Starr', u'contributed', None)]	,CNN's Barbara Starr,Carma Hassan,Devon Sayers,this report	0	0	1	0
0.6	Sen. Marco Rubio and Rep. Tom Cotton feel the U.S. response to the Ukrainian crisis should be "bigger than our partisan divides" and that Congress should support sanctions, implement a trade embargo, consider restricting imports of Russian natural gas and cut off Russian banks.	[(u'congress', u'support', u'sanctions')]	,Sen. Marco Rubio,Rep. Tom Cotton,the U.S. response,the Ukrainian crisis,partisan,Congress,sanctions,a trade embargo,imports,Russian natural gas,Russian banks	-0.5574	0.169	0.731	0.1
0	Editor's note: Sen. Marco Rubio, R-Florida, is a member of the Senate Foreign Relations Committee.	[(u'note', u'is', u'member')]	,Editor's note,a member,the Senate Foreign Relations Committee	0	0	1	0
0	Rep. Tom Cotton, R-Arkansas, is a member of the House Foreign Affairs Committee.	[(u'cotton', u'is', u'member')]	,Rep. Tom Cotton,a member,the House Foreign Affairs Committee	0	0	1	0
0	Sen. Rubio will appear on CNN's AC360 Tuesday night at 8 p.m.	[(u'Rubio', u'appear', None)]	,Sen. Rubio,CNN's AC360,8 p.m.	0	0	1	0
0	ET.	[]	,ET	0	0	1	0
0.4	(CNN) -- Congress returns to Washington facing the biggest international crisis in years.	[(u'Congress', u'returns', None)]	,(CNN,Congress,Washington,the biggest international crisis,years	-0.6249	0.255	0.745	0
0.5	It is critical the House of Representatives and Senate work together to send a strong and unified message that Russia's invasion of Ukraine is unacceptable, and take quick action to punish President Vladimir Putin.	[(u'house', u'send', u'message'), (u'message', u'take', u'action'), (u'action', u'punish', u'putin')]	,It,the House,Representatives,Senate,a strong and unified message,Russia's invasion,Ukraine,quick action,President Vladimir Putin	-0.4215	0.204	0.657	0.138
0.3	While we are both relatively new to Washington, we've been here long enough to realize that our divided Congress isn't good at "quick action" or "unified messages."	[(u'we', u'are', None), (u'we', u'been', None), (u'messages', u'divided', None), (u'Congress', u'is', None)]	,we,Washington,we,Congress,quick action	0.05	0.08	0.833	0.087
0.1	Yet we also recognize that the roots of Russia's actions last week to invade and control Crimea are complex, and they predate President Barack Obama's tenure.	[(u'roots', u'control', u'crimea'), (u'they', u'predate', u'tenure')]	,we,the roots,Russia's actions,Crimea,they,President Barack Obama's tenure	0	0	1	0
0.1	This challenge is truly bigger than our partisan divides.	[(u'challenge', u'is', None)]	,This challenge,our partisan	0.4939	0	0.625	0.375
0.2	Putin clearly decided that the benefits of an armed intervention in Ukraine outweighed whatever costs the United States would be willing to impose.	[(u'benefits', u'outweighed', u'costs')]	,Putin,the benefits,an armed intervention,Ukraine,the United States	0.7096	0.075	0.648	0.276
0.1	The United States must reset that calculation.	[(u'states', u'reset', u'calculation')]	,The United States,that calculation	0.4215	0	0.682	0.318
0.5	In that spirit, we welcome Obama's call for bipartisan action in the Congress, which will hopefully move to quickly pass a serious package of financial support for Ukraine and to bolster the authorities that the administration already has to pursue and penalize Russian individuals and entities.	[(u'we', u'welcome', u'call'), (u'which', u'pass', u'package'), (u'action', u'bolster', u'package'), (u'action', u'bolster', u'authorities'), (u'action', u'bolster', u'authorities'), (u'authorities', u'penalize', u'individuals'), (u'authorities', u'penalize', u'entities')]	,that spirit,we,Obama's call,bipartisan action,the Congress,a serious package,financial support,Ukraine,the authorities,the administration,Russian individuals,entities	0.8316	0.025	0.778	0.196
0.5	|Live blog: 'Strong belief' Russian incursion is illegal
The United States must make clear to Putin that by violating Ukraine's sovereignty and violating multiple international commitments, he has made a strategic miscalculation that will lead to severe impacts for Russia's economy and its standing in the world.|	[(u'belief', u'violating', u'sovereignty'), (u'belief', u'violating', u'commitments'), (u'he', u'made', u'miscalculation')]	,Live blog,Russian incursion,The United States,Putin,Ukraine's sovereignty,multiple international commitments,he,a strategic miscalculation,severe impacts,Russia's economy,the world	-0.6124	0.215	0.619	0.166
0.3	Beyond immediate financial actions against the Russian regime and even Putin himself, if Russia attempts to expand its military operations and threatens eastern Ukraine, we and our allies in Europe need to be ready to implement a trade embargo, explore restrictions on imports of Russian natural gas, and cut off Russian banks from the international financial system.	[(u'russia', u'expand', u'operations')]	,immediate financial actions,the Russian regime,even Putin,Russia,its military operations,eastern Ukraine,we,our allies,Europe,a trade embargo,restrictions,imports,Russian natural gas,Russian banks,the international financial system	0.3818	0.075	0.81	0.116
0	We also need to open up exports of domestic natural gas to our allies and partners in the region so that they are less susceptible to Russia's efforts to use energy as a weapon.	[(u'we', u'open', u'exports'), (u'efforts', u'use', u'energy')]	,We,exports,domestic natural gas,our allies,partners,the region,they,Russia's efforts,energy,a weapon	0.34	0.06	0.815	0.125
0.1	If, in the coming days, Russia does not back down, Ukraine will require more than just our moral and financial support, including defense assistance in the form of a military assessment team to examine Ukraine's needs, as well as enhanced intelligence cooperation.	[(u'ukraine', u'require', u'more'), (u'assistance', u'examine', u'needs')]	,the coming days,Russia,Ukraine,just our moral and financial support,defense assistance,the form,a military assessment team,Ukraine's needs,enhanced intelligence cooperation	0.8126	0	0.797	0.203
0.3	|Putin: Military force last resort
Our allies and partners in Central and Eastern Europe are undoubtedly watching this situation with much apprehension about what it says about the credibility of American leadership and the future of the transatlantic alliance.|	[(u'putin', u'watching', u'situation'), (u'allies', u'watching', u'situation'), (u'partners', u'watching', u'situation')]	,Putin,Our allies,partners,Central,Eastern Europe,this situation,much apprehension,what,it,the credibility,American leadership,the future,the transatlantic alliance	-0.4767	0.075	0.925	0
0	To this end, we need to support our emerging partners in the region.	[(u'we', u'support', u'partners')]	,this end,we,our emerging partners,the region	0.4019	0	0.816	0.184
0.1	For years, Georgia has been requesting a defensive arms package that would include anti-aircraft and anti-tank capabilities that the 2008 conflict showed were sorely needed.	[(u'georgia', u'requesting', u'package'), (u'that', u'include', u'capabilities')]	,years,Georgia,a defensive arms package,anti-aircraft and anti-tank capabilities,the 2008 conflict	-0.296	0.091	0.866	0.043
0.1	We need to provide this support and finalize a Membership Action Plan (MAP) for Georgia to join NATO.	[(u'we', u'provide', u'support')]	,We,this support,a Membership Action Plan,Georgia,NATO	0.6514	0	0.738	0.262
0	For those partners already in the pipeline for membership, we should move up accession as soon as possible, even as early as the NATO Summit in Wales in September.	[(u'we', u'move', u'accession')]	,those partners,the pipeline,membership,we,accession,the NATO Summit,Wales,September	0	0	1	0
0	Recent events should break the freeze on NATO expansion that has been in place for the past five years.	[(u'events', u'break', u'freeze')]	,Recent events,the freeze,NATO expansion,place,the past five years	0.0516	0	0.938	0.063
0.2	It is precisely the ambiguity in which NATO left Georgia after the 2008 Bucharest Summit that fueled Russia's belief that it can bully NATO partners and not face a credible response.	[(u'it', u'is', u'ambiguity'), (u'nato', u'left', u'georgia'), (u'that', u'fueled', u'belief'), (u'it', u'bully', u'partners'), (u'belief', u'face', u'response')]	,It,precisely the ambiguity,NATO,Georgia,the 2008 Bucharest Summit,Russia's belief,it,NATO partners,a credible response	-0.4939	0.099	0.901	0
0.1	|Opinion: Why it will be hard for West to stop Putin
We also need to show solidarity with our allies who are already in NATO.|	[(u'west', u'stop', u'putin'), (u'we', u'show', u'solidarity')]	,it,West,Putin,We,solidarity,our allies,who,NATO	-0.1027	0.129	0.791	0.079
0.2	We should make clear that we share Turkey's concerns about the status of Crimean Turks and other ethnic minorities.	[(u'we', u'share', u'concerns')]	,We,we,Turkey's concerns,the status,Crimean Turks,other ethnic minorities	0.5859	0	0.78	0.22
0.2	And we should reject Russia's claims that it is protecting ethnic Russians.	[(u'we', u'reject', u'claims'), (u'that', u'protecting', u'russians')]	,we,Russia's claims,it,ethnic Russians	-0.4019	0.197	0.803	0
0.2	How should our friends in Vilnius, Riga, or Tallinn take Russian rhetoric about the need to "protect" ethnic Russians in Ukraine when they, too, have significant populations of ethnic Russians living in their countries?	[(u'friends', u'take', u'rhetoric'), (u'need', u'protect', u'russians'), (u'they', u'have', u'populations')]	,our friends,Vilnius,Riga,Tallinn,Russian rhetoric,the need,ethnic Russians,Ukraine,they,significant populations,ethnic Russians,their countries	0.5994	0	0.867	0.133
0.2	NATO should review its force posture in the region and take tangible steps to show the credibility of our Article V guarantee to the most vulnerable members of the alliance.	[(u'nato', u'review', u'posture'), (u'steps', u'show', u'credibility')]	,NATO,its force posture,the region,tangible steps,the credibility,our Article V guarantee,the most vulnerable members,the alliance	-0.0498	0.07	0.866	0.064
0	This should include strengthening the NATO and U.S. military presence in frontline member states.	[]	,the NATO and U.S. military presence,frontline member states	0.4939	0	0.802	0.198
0.3	We also need to admit to ourselves that the significant military cuts proposed by Defense Secretary Chuck Hagel a week ago are entirely unrealistic in today's threat environment, and that as we focus more on Asia, we cannot ignore ongoing threats to European security.	[(u'we', u'focus', u'more'), (u'we', u'!ignore', u'threats')]	,We,ourselves,the significant military cuts,Defense Secretary Chuck Hagel,today's threat environment,we,Asia,we,ongoing threats,European security	0.5175	0.107	0.666	0.227
0.3	None of this will be easy.	[(u'None', u'!be', None)]	,None	0.4404	0	0.633	0.367
0.2	It will require leadership, not crisis management focused on de-escalation, which seems to be the primary concern of the White House.	[(u'it', u'require', u'leadership'), (u'which', u'be', u'concern'), (u'escalation', u'be', u'concern')]	,It,leadership,not crisis management,de-escalation,the primary concern,the White House	0.2755	0.089	0.776	0.135
0.2	Some of our European allies have responded strongly, and others will need prodding from the administration and even the President himself.	[(u'others', u'need', u'prodding')]	,our European allies,others,prodding,the administration,even the President	0.2732	0	0.905	0.095
0.3	Some may argue that these actions are overly provocative and will only encourage Russia to be more aggressive.	[(u'actions', u'are', None)]	,these actions,Russia	0.0018	0.19	0.664	0.146
0.2	But provoking Russia is exactly what five years of "reset" has now achieved.	[(u'provoking', u'is', None), (u'Russia', u'is', None), (u'what', u'achieved', None)]	,Russia,exactly what,reset	-0.2023	0.13	0.87	0
0.1	If we do not take these steps, similar actions by Russia and other authoritarian regimes around the world will only proliferate.	[(u'we', u'!take', u'steps')]	,we,these steps,Russia,other authoritarian regimes,the world	0	0	1	0
0.3	So, too, will the uncertainty and hedging of our global allies and potential partners, who already, from Latin America to the Middle East to Asia, have plenty of reasons to doubt our seriousness and question whether America will continue to be the leading force for peace and stability in the world in the decades to come.	[(u'who', u'have', u'plenty'), (u'reasons', u'doubt', u'seriousness'), (u'reasons', u'doubt', u'question'), (u'america', u'be', u'force'), (u'reasons', u'be', u'force')]	,So, too, will the uncertainty,hedging,our global allies,potential partners,who,Latin America,the Middle East,Asia,plenty,reasons,our seriousness,question,America,the leading force,peace,stability,the world,the decades	-0.1531	0.099	0.844	0.057
0.3	The stakes are extremely high, but this is an opportunity to correct some of the mistakes we have made recently in our relationship with Russia and to send a message heard around the world that America is not going anywhere.	[(u'opportunity', u'send', u'some'), (u'opportunity', u'send', u'message'), (u'opportunity', u'send', u'message')]	,The stakes,an opportunity,the mistakes,we,our relationship,Russia,a message,the world,America	0.1154	0.074	0.842	0.084
0	Follow us on Twitter @CNNOpinion.	[]	,us,Twitter @CNNOpinion	0	0	1	0
0	Join us on Facebook.com/CNNOpinion.	[]	,us,Facebook.com	0.296	0	0.577	0.423
0	The opinions expressed in this commentary are solely those of Sen. Marco Rubio and Rep. Tom Cotton.	[(u'opinions', u'are', u'those')]	,The opinions,this commentary,Sen. Marco Rubio,Rep. Tom Cotton	0	0	1	0
0	Less than three months after New Jersey Gov.	[]	,Less than three months,New Jersey Gov.	0	0	1	0
0.4	Chris Christie cruised to an overwhelming reelection win, the main political question he faces isn't whether he can make a transition to the national stage and run for president -- it's whether he can continue to govern the state at all.	[(u'he', u'!make', u'transition'), (u'he', u'govern', u'state')]	,Chris Christie,an overwhelming reelection win,the main political question,he,he,a transition,the national stage,president,it,he,the state	0.5859	0	0.911	0.089
0	Editor's note: Errol Louis is the host of "Inside City Hall," a nightly political show on NY1, a New York all-news channel.	[(u'louis', u'is', u'host')]	,Editor's note,Errol Louis,the host,"Inside City Hall,NY1	0	0	1	0
0	(CNN) -- Less than three months after New Jersey Gov.	[]	,(CNN,New Jersey Gov.	0	0	1	0
0.3	Chris Christie cruised to an overwhelming reelection win, the main political question he faces isn't whether he can make a transition to the national stage and run for president -- it's whether he can continue to govern the state at all.	[(u'he', u'!make', u'transition'), (u'he', u'govern', u'state')]	,Chris Christie,an overwhelming reelection win,the main political question,he,he,a transition,the national stage,president,it,he,the state	0.5859	0	0.911	0.089
0.2	Negative press about the so-called Bridgegate scandal -- an apparent decision by top Christie aides to close lanes on the George Washington Bridge and snarl traffic for days on end, allegedly out of petty political spite toward local officials -- has taken a severe toll on Christie's national prospects: A recent poll confirms that he has tumbled from first to third place as a potential 2016 presidential candidate.	[(u'decision', u'close', u'lanes'), (u'press', u'taken', u'toll')]	,Negative press,the so-called Bridgegate scandal,top Christie aides,lanes,the George Washington Bridge,snarl traffic,days,end,petty political spite,local officials,a severe toll,Christie's national prospects,A recent poll,he,third place,a potential 2016 presidential candidate	-0.886	0.188	0.759	0.052
0.1	But that could prove to be the least of Christie's headaches.	[]	,Christie's headaches	0	0	1	0
0.2	A more pressing matter is raised by a short, devastating letter penned by Alan Zegas, the lawyer for a former top aide to Christie, David Wildstein, and published on the New York Times website.	[(u'matter', u'raised', None), (u'letter', u'penned', None), (u'lawyer', u'published', None)]	,A more pressing matter,a short, devastating letter,Alan Zegas,a former top aide,Christie,David Wildstein,the New York Times website	-0.4804	0.121	0.789	0.09
0	The immediate point of the letter was to press the Port Authority, the agency that operates the George Washington Bridge, to pay Wildstein's legal expenses.	[(u'point', u'press', u'authority'), (u'letter', u'press', u'authority'), (u'that', u'operates', u'bridge')]	,The immediate point,the letter,the Port Authority,the George Washington Bridge,Wildstein's legal expenses	0.1027	0.053	0.84	0.107
0	But it's not just a financial dispute.	[(u'it', u"!'s", u'dispute')]	,it,just a financial dispute	0.3089	0	0.689	0.311
0	If Wildstein, who personally oversaw the lane closures, was following orders requested or approved from on high, he can demand legal protection by the agency.	[(u'who', u'oversaw', u'closures'), (u'he', u'demand', u'protection')]	,who,the lane closures,orders,he,legal protection,the agency	0.4215	0.054	0.791	0.155
0.1	But by refusing to cover his costs, the Port Authority is saying, in effect, that Wildstein was acting on his own.	[(u'Authority', u'is', None), (u'Wildstein', u'acting', None)]	,his costs,the Port Authority,effect,Wildstein	-0.34	0.117	0.826	0.057
0.3	The letter by Wildstein's attorney bluntly suggests otherwise: "It has also come to light that a person within the Christie administration communicated the Christie administration's order that certain lanes on the George Washington Bridge were to be closed, and evidence exists as well tying Mr. Christie to having knowledge of the lane closures, during the period when the lanes were closed, contrary to what the Governor stated publicly in a two-hour press conference."	[(u'person', u'communicated', u'order'), (u'order', u'tying', u'christie'), (u'order', u'having', u'knowledge')]	,The letter,Wildstein's attorney,It,light,a person,the Christie administration,the Christie administration's order,certain lanes,the George Washington Bridge,Mr. Christie,knowledge,the lane closures,the period,the lanes,what,the Governor,a two-hour press conference	0.4939	0	0.943	0.057
0.1	Ouch.	[]		0	0	1	0
0.1	The Christie administration hastily responded with a statement that the governor "had absolutely no prior knowledge of the lane closures before they happened and whatever Mr. Wildstein's motivations were for closing them to begin with."	[(u'governor', u'!had', u'knowledge'), (u'statement', u'closing', u'them')]	,The Christie administration,a statement,the governor,absolutely no prior knowledge,the lane closures,they,Mr. Wildstein's motivations,them	-0.3597	0.07	0.93	0
0.2	But the damage was done: The scandal now has the potential to be carried directly into the inner circle of the Governor's office, and undermine his credibility.	[(u'scandal', u'has', u'potential')]	,the damage,The scandal,the potential,the inner circle,the Governor's office,his credibility	-0.8074	0.257	0.743	0
0	Until now, Christie has employed a blunt but effective two-step strategy for containing the scandal.	[(u'christie', u'employed', u'blunt'), (u'strategy', u'containing', u'scandal')]	,Christie,a blunt,effective two-step strategy,the scandal	0.0772	0.192	0.6	0.208
0.3	Step One: Summarily fire and publicly condemn deputies who were linked to the scandal.	[(u'deputies', u'were', None), (u'who', u'linked', None)]	,deputies,who,the scandal	-0.7845	0.418	0.582	0
0.3	Step Two: Plead utter ignorance as to how or why these top aides would engage in unethical or illegal behavior.	[(u'step', u'plead', u'ignorance')]	,Step,utter ignorance,these top aides,unethical or illegal behavior	-0.7351	0.329	0.524	0.147
0.2	The strategy was never quite plausible -- Christie, a former prosecutor, has a reputation as a hands-on manager whose aides don't stray far without permission -- and it's a risky gambit: By publicly denigrating fired members of his inner circle, Christie opens himself to the possibility of disgruntled ex-employees going public with information that is embarrassing, or even incriminating.	[(u'christie', u'has', u'reputation'), (u'it', u"'s", u'gambit'), (u'christie', u'opens', u'himself')]	,The strategy,Christie,a reputation,manager,aides,permission,it,a risky gambit,fired members,his inner circle,Christie,himself,the possibility,disgruntled ex-employees,information	-0.7906	0.133	0.867	0
0.2	One can only imagine what Wildstein was thinking during Christie's two-hour press conference, in which he blasted Wilstein and another fired ex-aide, Bridget Ann Kelly, for "abject stupidity."	[(u'he', u'blasted', u'wilstein'), (u'conference', u'fired', u'aide')]	,One,what,Wildstein,Christie's two-hour press conference,he,Wilstein,ex-aide,"abject stupidity	-0.5574	0.118	0.882	0
0.1	"What did I do wrong to have these folks think it was OK to lie to me?"	[(u'it', u'lie', u'me'), (u'wrong', u'lie', u'me')]	,What,I,these folks,it,me	-0.0431	0.155	0.699	0.146
0	he said during the press conference.	[(u'he', u'said', None)]	,he,the press conference	0	0	1	0
0.2	Adding insult to injury, Christie went so far as to say that Wildstein, often described in the press as a high school friend, wasn't really a Christie pal.	[(u'wildstein', u'!was', u'pal')]	,insult,injury,Christie,Wildstein,the press,a high school friend,a Christie pal	-0.4404	0.189	0.712	0.099
0.1	"David and I were not friends in high school.	[(u'david', u'!were', u'friends')]	,David,I,not friends,high school	-0.3724	0.267	0.733	0
0.1	We were not even acquaintances in high school," Christie said.	[(u'we', u'!were', u'acquaintances')]	,We,not even acquaintances,high school,Christie	0	0	1	0
0.1	"We didn't travel in the same circles in high school.	[(u'travel', u'did', None)]	,We,the same circles,high school	0	0	1	0
0	You know, I was the class president and athlete.	[(u'i', u'was', u'president'), (u'i', u'was', u'athlete')]	,You,I,the class president,athlete	0	0	1	0
0	I don't know what David was doing during that period of time."	[(u'I', u'!know', None), (u'David', u'doing', None)]	,I,David,that period,time	0	0	1	0
0.1	At least one commentator, Michael Tomasky, thinks that personal snub might make Wildstein more inclined to turn on Christie.	[(u'snub', u'make', None)]	,least one commentator,that personal snub,Wildstein,Christie	-0.4215	0.135	0.865	0
0	"What if Wildstein is sitting on some goods?	[(u'Wildstein', u'is', None), (u'What', u'sitting', None)]	,What,Wildstein,some goods	0	0	1	0
0.2	Is he going to be happy being dismissed as too geeky for Christie to waste his time on back in high school?"	[(u'christie', u'waste', u'time')]	,he,too geeky,Christie,his time,back,high school	0.0772	0.162	0.701	0.137
0.2	Tomasky asks, concluding: "The nerd is striking back."	[(u'Tomasky', u'asks', None), (u'nerd', u'is', None)]	,Tomasky,The nerd	-0.296	0.239	0.761	0
0.2	As a matter of political technique, Christie's swift firings and forceful denials seem credible in the short term -- but they also echo at least one time when the denounce-and-fire tactic backfired.	[(u'firings', u'seem', u'credible'), (u'denials', u'seem', u'credible'), (u'they', u'echo', u'time')]	,a matter,political technique,Christie's swift firings,forceful denials,the short term,they,at least one time,the denounce-and-fire tactic	0.1154	0	0.922	0.078
0.3	In 2010, after New Jersey's request for millions in federal education funds was rejected -- in part because the final request lacked key budget estimates -- Christie publicly castigated and fired his education commissioner, Brett Schundler, allegedly for lying to him about what went wrong with the application.	[(u'request', u'lacked', u'estimates')]	,New Jersey's request,millions,federal education funds,part,the final request,key budget estimates,Christie,his education commissioner,him,what,the application	-0.9246	0.233	0.767	0
0.1	But Schundler swiftly struck back, producing e-mails and other documents that showed he had, indeed, told Christie up front about the application's shortcomings.	[(u'Schundler', u'struck', None), (u'that', u'showed', None), (u'he', u'had', None)]	,Schundler,e-mails,other documents,he,Christie,front,the application's shortcomings	0.0516	0.079	0.833	0.087
0.1	"I will not accept being defamed by the Governor for something he knows I did not do," wrote Schundler.	[(u'I', u'!accept', None), (u'he', u'knows', None), (u'something', u'did', None), (u'I', u'!do', None)]	,I,the Governor,something,he,I,Schundler	-0.2924	0.114	0.886	0
0.2	"The Governor called me a liar this week.	[(u'governor', u'called', u'me'), (u'governor', u'called', u'liar')]	,The Governor,me	-0.5106	0.355	0.645	0
0.2	That was the last straw."	[]	,the last straw	0	0	1	0
1	The Schundler episode is important.	[(u'episode', u'is', None)]	,The Schundler episode	0.2023	0	0.69	0.31
0.2	Will Christie's strenuous denials of knowledge of Bridgegate -- and his suggestion that his top aides lied to him -- hold up under scrutiny?	[(u'aides', u'lied', None), (u'denials', u'hold', None), (u'suggestion', u'hold', None)]	,Christie's strenuous denials,knowledge,Bridgegate,his suggestion,his top aides,him,scrutiny	-0.2023	0.098	0.833	0.068
0.1	Indeed, the state's most powerful newspaper, the Star-Ledger, is already warning Christie that the end may be near.	[(u'newspaper', u'warning', u'christie')]	,the state's most powerful newspaper,Christie,the end	0.1761	0.112	0.744	0.144
0.1	Within hours of the publication of Wildstein letter suggesting Christie knew about Bridgegate, the paper published a hard-hitting editorial.	[(u'paper', u'published', u'editorial')]	,hours,the publication,Wildstein letter,Christie,Bridgegate,the paper,a hard-hitting editorial	0	0	1	0
0.3	"If this charge proves true, then the governor must resign or be impeached.	[(u'charge', u'proves', None), (u'governor', u'resign', None)]	,this charge,the governor	0.1027	0.148	0.679	0.173
0.2	Because that would leave him so drained of credibility that he could not possibly govern effectively," the editorial says.	[(u'credibility', u'!could', None), (u'he', u'!govern', None), (u'editorial', u'says', None)]	,him,credibility,he,the editorial	-0.4576	0.19	0.81	0
0.1	"He would owe it to the people of New Jersey to stop the bleeding and quit."	[(u'he', u'owe', u'it')]	,He,it,the people,New Jersey,the bleeding,quit	-0.296	0.128	0.872	0
0.1	For Christie, it's been a long, bumpy road.	[(u'it', u'been', u'road')]	,Christie,it,a long, bumpy road	0	0	1	0
0.3	He began November with a spectacular reelection and a coveted spot on the cover of Time Magazine.	[(u'he', u'began', u'november')]	,He,November,a spectacular reelection,a coveted spot,the cover,Time Magazine	0	0	1	0
0.1	He enters February with troubling hints that his governorship may be damaged beyond repair.	[(u'he', u'enters', u'february')]	,He,February,troubling hints,his governorship,repair	-0.7506	0.348	0.652	0
0	Follow us on Twitter @CNNOpinion.	[]	,us,Twitter @CNNOpinion	0	0	1	0
0	Join us on Facebook/CNNOpinion.	[]	,us,Facebook	0.296	0	0.577	0.423
0	The opinions expressed in this commentary are solely those of Errol Louis.	[(u'opinions', u'are', u'those')]	,The opinions,this commentary,Errol Louis	0	0	1	0
0.1	This may turn into much more than just a political scandal.	[]	,just a political scandal	-0.4404	0.244	0.756	0
0.1	(CNN) -- This may turn into much more than just a political scandal.	[]	,(CNN,just a political scandal	-0.4404	0.209	0.791	0
0.2	It may have seemed like a teenage prank at the time, but the blockage of bridge traffic as a possible act of partisan political revenge has put New Jersey Gov.	[(u'blockage', u'put', u'gov.')]	,It,a teenage prank,the time,the blockage,bridge traffic,a possible act,partisan political revenge,New Jersey Gov.	-0.5927	0.142	0.804	0.054
0.1	Chris Christie in the middle of a serious legal stew.	[]	,Chris Christie,the middle,a serious legal stew	0.0516	0.133	0.714	0.153
0.2	And the fire underneath it is just beginning to heat up for the Republican presidential hopeful, as the state assembly plans to post online 907 pages of documents related to the case Friday.	[(u'fire', u'post', u'pages')]	,the fire,it,907 pages,documents,the case	0.2263	0.065	0.845	0.09
